학원명,카테고리,지번주소,도로명주소,전화번호,위도,경도,거리(km),검색키워드,링크
충효태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 두정동 63-6,충남 천안시 서북구 봉정로 324,,36.8316271598367,127.146381057299,20.3,태권도,http://place.map.kakao.com/1547992560
천명유도관,"스포츠,레저 > 무예 > 유도",경기 화성시 동탄구 목동 497-1,경기 화성시 동탄구 왕배산길 11,0502-5550-3264,37.18164076911279,127.12373942305729,20.3,유도,http://place.map.kakao.com/480836077
희망태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 동남구 신부동 289-35,충남 천안시 동남구 북일로 63,041-566-6611,36.8294614673905,127.157227713777,20.33,태권도,http://place.map.kakao.com/986174518
스윔스튜디오제이,"스포츠,레저 > 수영,수상 > 수영장",경기 화성시 동탄구 목동 496-5,경기 화성시 동탄구 동탄신리천로 414,031-8077-9202,37.18199917500632,127.12394383852869,20.33,수영,http://place.map.kakao.com/976812959
국가대표목동태권도센터,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 목동 496-4,경기 화성시 동탄구 동탄신리천로 408,031-378-3774,37.1821384180037,127.123483475082,20.36,태권도,http://place.map.kakao.com/2023921757
강류합기도 목동도장,"스포츠,레저 > 무예 > 합기도 > 합기도장",경기 화성시 동탄구 목동 487-8,경기 화성시 동탄구 동탄순환대로20길 124,031-375-3818,37.18250490871392,127.12457192746602,20.36,합기도,http://place.map.kakao.com/1014548792
오산대학교 체육관,"교육,학문 > 학교부속시설",경기 오산시 청학동 17,경기 오산시 청학로 45,,37.1553888849451,127.060713575288,20.36,체육관,http://place.map.kakao.com/17569961
강류관,"스포츠,레저 > 무예 > 합기도 > 합기도장",경기 화성시 동탄구 목동 산 487-8,경기 화성시 동탄구 동탄순환대로20길 124,031-375-3818,37.1826263588626,127.124754562649,20.37,합기도,http://place.map.kakao.com/679595876
팀크로우유도멀티짐 오산점,"스포츠,레저 > 무예 > 유도 > 유도장",경기 오산시 궐동 112-4,경기 오산시 청학로 104,010-5808-7380,37.1580556867847,127.0647437575252,20.38,유도,http://place.map.kakao.com/213387894
용인대올림픽태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 용인시 처인구 이동읍 천리 236-17,경기 용인시 처인구 이동읍 백옥대로 625,031-333-3772,37.1926564712585,127.206825022192,20.4,태권도,http://place.map.kakao.com/255141489
경희대석사태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 두정동 2068,충남 천안시 서북구 천안대로 980-17,010-7510-7497,36.829543401172124,127.15313641487572,20.4,태권도,http://place.map.kakao.com/726844646
채움축구교실,"스포츠,레저 > 스포츠시설 > 헬스클럽",충남 아산시 음봉면 산동리 895-9,충남 아산시 음봉면 월산로 168-5,,36.8479359437859,127.089492354989,20.41,축구교실,http://place.map.kakao.com/1777354345
동탄준태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 목동 487-4,경기 화성시 동탄구 동탄신리천로 407,010-8383-4546,37.1828646052769,127.12354321703741,20.43,태권도,http://place.map.kakao.com/1329337263
호서대학교 체육관,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 동남구 안서동 268,충남 천안시 동남구 호서대길 12,,36.8259761443436,127.182356708345,20.43,체육관,http://place.map.kakao.com/17807914
용인대MTA태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 목동 488-2,경기 화성시 동탄구 동탄순환대로18길 16,031-376-7379,37.18316744600442,127.12432188306232,20.44,태권도,http://place.map.kakao.com/1087767957
민턴랩배드민턴아카데미,"스포츠,레저 > 스포츠시설 > 체육관",경기 화성시 효행구 정남면 덕절리 13,경기 화성시 효행구 정남면 발안로 1191-8,0503-7152-7773,37.1356291837729,127.031511482903,20.45,체육관,http://place.map.kakao.com/1724584255
하늘종합체육관,"스포츠,레저 > 스포츠시설 > 체육관",경기 용인시 처인구 이동읍 천리 236-10,경기 용인시 처인구 이동읍 백옥대로 631,031-322-3689,37.1931764403301,127.206789272509,20.46,체육관,http://place.map.kakao.com/23296078
블랑발레아카데미,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 목동 487-1,경기 화성시 동탄구 동탄순환대로 406,031-372-6506,37.18334705172624,127.12317574939509,20.49,발레,http://place.map.kakao.com/1334813821
미녀와야수짐 차암점,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 서북구 차암동 435,충남 천안시 서북구 3공단6로 58-8,010-6215-6504,36.84096757489393,127.10403073007649,20.53,체육관,http://place.map.kakao.com/778661788
수리온태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 두정동 63-33,충남 천안시 서북구 1공단1길 13,041-557-3335,36.829224707000336,127.14646279311154,20.56,태권도,http://place.map.kakao.com/402141053
무궁화태권도,"스포츠,레저 > 무예 > 태권도",충남 천안시 서북구 두정동 680-1,충남 천안시 서북구 오성3길 19,041-563-3388,36.8320182044043,127.13095927580814,20.62,태권도,http://place.map.kakao.com/15743281
칼슨그레이시코리아 두정지부,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 서북구 두정동 561-8,충남 천안시 서북구 오성7길 3,,36.8325958211456,127.128475015301,20.62,체육관,http://place.map.kakao.com/612288134
팀나르샤 마샬아츠트릭킹 아크로바틱 두정점,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 서북구 두정동 569-4,충남 천안시 서북구 오성6길 15,041-621-4400,36.8320869516894,127.12907052956,20.66,체육관,http://place.map.kakao.com/1795127423
광혜원 개방형 다목적체육관,"스포츠,레저 > 스포츠시설 > 체육관",충북 진천군 광혜원면 회죽리 368-2,충북 진천군 광혜원면 선수촌로 104-28,,36.9763388548775,127.42820669492,20.68,체육관,http://place.map.kakao.com/296540423
국제태권도장,"스포츠,레저 > 무예 > 태권도",충남 천안시 서북구 두정동 579-2,충남 천안시 서북구 오성1길 12-13,010-9980-3267,36.8315360618184,127.129358816727,20.71,태권도,http://place.map.kakao.com/826546442
화랑합기도,"스포츠,레저 > 무예",충남 천안시 서북구 차암동 457,충남 천안시 서북구 밤개울1길 2-4,041-554-9630,36.8402901074318,127.100700124018,20.72,합기도,http://place.map.kakao.com/263585054
KTI키움태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 동남구 신부동 298-59,충남 천안시 동남구 단대로 21,041-562-1253,36.826017994015,127.154740120221,20.75,태권도,http://place.map.kakao.com/2093278262
두정검도관,"스포츠,레저 > 무예 > 검도 > 검도장",충남 천안시 서북구 두정동 793,충남 천안시 서북구 오성로 35,041-557-7734,36.8305887603721,127.131220266207,20.76,검도,http://place.map.kakao.com/7826489
경희대MTA태권도&JMC줄넘기,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 신동 740,경기 화성시 동탄구 동탄신리천로5길 130,,37.1908059219941,127.142506736477,20.8,태권도,http://place.map.kakao.com/582722643
도복소리 태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 동남구 신부동 300-3,충남 천안시 동남구 단대로 18,041-414-4422,36.8255973570426,127.154601403487,20.8,태권도,http://place.map.kakao.com/1479386711
불사조 합기도특공무술,"스포츠,레저 > 무예 > 합기도 > 합기도장",충남 천안시 서북구 두정동 592,충남 천안시 서북구 오성5길 6,041-523-3095,36.8308257633838,127.128736604115,20.8,합기도,http://place.map.kakao.com/15683753
MTA태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 두정동 594,충남 천안시 서북구 오성2길 3,041-557-7330,36.8306160645225,127.129328122676,20.81,태권도,http://place.map.kakao.com/868435678
경희대한율태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 목동 489,경기 화성시 동탄구 동탄순환대로19길 21,031-378-7939,37.1861889227746,127.121480929639,20.84,태권도,http://place.map.kakao.com/509793888
두원공과대학교 천마체육관,"스포츠,레저 > 스포츠시설 > 체육관",경기 안성시 죽산면 장원리 717,경기 안성시 죽산면 관음당길 51,,37.0658741950997,127.422847919014,20.84,체육관,http://place.map.kakao.com/17568202
오션수영장,"스포츠,레저 > 수영,수상 > 수영장",충남 천안시 동남구 신부동 305-6,충남 천안시 동남구 단대1로 14,041-415-0206,36.82515678068534,127.15524278468955,20.84,수영,http://place.map.kakao.com/1222299047
핏러너 두정점,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 서북구 두정동 595,충남 천안시 서북구 노태산로 62,041-555-5431,36.8302772935808,127.12761808721,20.89,체육관,http://place.map.kakao.com/101918984
크로스핏루프탑 한들점,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 서북구 백석동 1112,충남 천안시 서북구 한들1로 120,010-8410-6124,36.83265537345,127.118869303837,20.89,체육관,http://place.map.kakao.com/1303344987
세계로효태권도교육관,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 백석동 943,충남 천안시 서북구 한들3로 84,041-567-0808,36.83109414766343,127.123782354201,20.91,태권도,http://place.map.kakao.com/16010822
최강두리태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 두정동 526-2,충남 천안시 서북구 늘푸른6길 42,041-554-5755,36.8285864440331,127.132892646207,20.93,태권도,http://place.map.kakao.com/1113474334
르블랑발레학원,"교육,학문 > 학원 > 무용학원,발레학원",충남 천안시 서북구 백석동 957,충남 천안시 서북구 한들3로 78-9,041-522-0609,36.8307311762989,127.124477890246,20.93,발레,http://place.map.kakao.com/1550290944
충의복싱체육관,"스포츠,레저 > 복싱,권투 > 복싱,권투장",충남 천안시 서북구 성정동 1229,충남 천안시 서북구 서부대로 688,010-9404-0300,36.8283813432164,127.133383260187,20.94,체육관,http://place.map.kakao.com/436215930
올림픽태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 백석동 1193,충남 천안시 서북구 한들3로 70,041-523-0101,36.830388131579035,127.12421278733834,20.97,태권도,http://place.map.kakao.com/1951502653
천무권투체육관,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 서북구 성정동 1505,충남 천안시 서북구 성정공원5로 10-13,041-576-7708,36.8268245772074,127.138593912012,20.98,체육관,http://place.map.kakao.com/17014535
나르샤태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 여울동 1040-2,경기 화성시 동탄구 동탄신리천로 270,,37.18357893220075,127.10808557200951,20.99,태권도,http://place.map.kakao.com/324438791
도로시발레학원,"교육,학문 > 학원 > 무용학원,발레학원",충남 천안시 서북구 백석동 1024,충남 천안시 서북구 한들2로 88-15,010-2418-0311,36.8307742420955,127.12116998305,21.02,발레,http://place.map.kakao.com/1043835187
포레필라테스&발레핏,"스포츠,레저 > 요가,필라테스 > 필라테스",충남 천안시 서북구 백석동 29-1,,010-6737-9929,36.82913261674476,127.12702881129616,21.03,발레,http://place.map.kakao.com/2135834713
세교검도관,"스포츠,레저 > 무예 > 검도 > 검도장",경기 오산시 궐동 672-2,경기 오산시 궐리사로 26,031-377-0330,37.16004453631877,127.05543498844388,21.05,검도,http://place.map.kakao.com/1162840120
세계로태권도 체육관2관,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 동남구 신부동 543,충남 천안시 동남구 터미널9길 25,,36.8231163783777,127.155467317702,21.06,태권도,http://place.map.kakao.com/15470357
엘리에셀 레슬링클럽,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 동남구 신부동 653,충남 천안시 동남구 터미널3길 36,,36.8224054435195,127.158846349914,21.08,체육관,http://place.map.kakao.com/1488018183
라라발레 2호점,"교육,학문 > 학원 > 무용학원,발레학원",충남 천안시 동남구 신부동 627,충남 천안시 동남구 터미널2로 39,,36.8223777430087,127.157994450332,21.1,발레,http://place.map.kakao.com/309455620
경기잠수풀,"스포츠,레저 > 수영,수상 > 스킨스쿠버",경기 평택시 오성면 길음리 13-29,경기 평택시 오성면 오성서로 116-25,031-681-5773,36.9960312534374,126.961683421858,21.12,수영,http://place.map.kakao.com/12455454
대한검도교실,"스포츠,레저 > 무예 > 검도 > 검도장",경기 오산시 수청동 522-2,경기 오산시 청학로173번길 34,,37.16388421001586,127.06041863667973,21.13,검도,http://place.map.kakao.com/203907839
청룡체육관,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 안성시 죽산면 죽산리 427-3,경기 안성시 죽산면 중서길 13,010-5381-1928,37.0759320987621,127.422027731819,21.14,태권도,http://place.map.kakao.com/2107958221
용인대유일태권도특공무술,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 오산시 궐동 616-1,경기 오산시 궐리사로29번길 15,,37.1615002867782,127.05619711499,21.14,무술,http://place.map.kakao.com/1212365051
용인대챔피온태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 두정동 664,충남 천안시 서북구 늘푸른5길 22,041-554-6502,36.8273320725707,127.129654387126,21.15,태권도,http://place.map.kakao.com/10710627
환서용인대 챔피온태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 백석동 981,충남 천안시 서북구 한들4로 78,041-552-5080,36.828961031228,127.123101869014,21.15,태권도,http://place.map.kakao.com/1568440706
백곡다목적체육관,"스포츠,레저 > 스포츠시설 > 체육관",충북 진천군 백곡면 석현리 265,충북 진천군 백곡면 백곡로 904-1,,36.88203042467216,127.3765351631035,21.19,체육관,http://place.map.kakao.com/253581251
다이나믹건강클럽,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 서북구 두정동 643-3,충남 천안시 서북구 늘푸른1길 16,010-3817-6756,36.8266762076071,127.129524376075,21.22,체육관,http://place.map.kakao.com/1832949450
성정태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 성정동 622-4,충남 천안시 서북구 서부2길 67,,36.8244089683821,127.139141026102,21.23,태권도,http://place.map.kakao.com/27573917
청룡종합체육관,"스포츠,레저 > 스포츠시설 > 헬스클럽",경기 안성시 죽산면 죽산리 435-2,경기 안성시 죽산면 죽주로 256,010-6381-1928,37.0749870701632,127.423744172859,21.24,체육관,http://place.map.kakao.com/600945891
그랑발레학원,"교육,학문 > 학원 > 무용학원,발레학원",충남 천안시 서북구 두정동 642,충남 천안시 서북구 늘푸른3길 27,,36.8264053043093,127.130047381778,21.24,발레,http://place.map.kakao.com/8805118
황금수영장,"스포츠,레저 > 수영,수상 > 수영장",경기 평택시 안중읍 금곡리 23,경기 평택시 안중읍 오성서로 116-20,031-682-3297,36.996827275856,126.960060830819,21.26,수영,http://place.map.kakao.com/8655194
이월다목적체육관,"스포츠,레저 > 스포츠시설 > 체육관",충북 진천군 이월면 송림리 597-28,충북 진천군 이월면 송림2길 81-47,,36.93211960683807,127.4182130391326,21.28,체육관,http://place.map.kakao.com/1559126057
어라운드크로스핏 2동탄점,"스포츠,레저 > 스포츠시설 > 체육관",경기 화성시 동탄구 방교동 780-1,경기 화성시 동탄구 동탄기흥로257번가길 29,,37.1808126925575,127.092088476699,21.3,체육관,http://place.map.kakao.com/148370058
용인대청룡유도관 오산점,"스포츠,레저 > 무예 > 유도",경기 오산시 궐동 611-6,경기 오산시 대호로 135,010-4086-2553,37.1622104954569,127.053879527666,21.33,유도,http://place.map.kakao.com/1089538256
만승태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",충북 진천군 광혜원면 광혜원리 529-124,충북 진천군 광혜원면 화랑5길 9,,36.9915803528942,127.438391852919,21.35,태권도,http://place.map.kakao.com/10347049
화랑합기도,"스포츠,레저 > 무예 > 합기도",경기 오산시 수청동 620-5,경기 오산시 내삼미로 83,031-373-2470,37.169588579734,127.065905445553,21.38,합기도,http://place.map.kakao.com/1804556143
아래뜰공원 물놀이터,"스포츠,레저 > 수영,수상 > 수영장",경기 오산시 수청동 623-1,,,37.1688117384497,127.064505225029,21.38,수영,http://place.map.kakao.com/741265642
버디프리다이빙,"스포츠,레저 > 수영,수상 > 스킨스쿠버",경기 화성시 동탄구 목동 478,경기 화성시 동탄구 동탄순환대로20길 31,010-2402-4761,37.19297957897341,127.12718525579061,21.4,수영,http://place.map.kakao.com/1526547946
용인대백호태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 성정동 412,충남 천안시 서북구 쌍용대로 289-14,041-572-4528,36.8235338662519,127.135346443591,21.41,태권도,http://place.map.kakao.com/10616935
천안합기도연무관,"스포츠,레저 > 무예 > 합기도 > 합기도장",충남 천안시 동남구 신부동 468-4,충남 천안시 동남구 만남로 68,041-556-5853,36.81934423342708,127.15962682577837,21.41,합기도,http://place.map.kakao.com/1058149195
목화체조교실,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 서북구 성정동 658-2,충남 천안시 서북구 서부16길 56,,36.8220573119462,127.142742513319,21.41,체육관,http://place.map.kakao.com/1960135232
경희태권도체육관,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 성정동 653-1,충남 천안시 서북구 서부16길 22,041-575-0793,36.822635810847025,127.13894951322698,21.43,태권도,http://place.map.kakao.com/15804386
대한유도관,"스포츠,레저 > 무예 > 유도 > 유도장",충남 천안시 서북구 성정동 652-10,충남 천안시 서북구 서부16길 16,041-577-1534,36.8227852773976,127.13827727261,21.43,유도,http://place.map.kakao.com/1451278494
두정아이사커축구교실,"스포츠,레저 > 축구",충남 천안시 서북구 성정동 653-2,충남 천안시 서북구 서부16길 24,,36.8225779198327,127.139137711091,21.43,축구교실,http://place.map.kakao.com/1879057204
광혜원검도관,"스포츠,레저 > 무예 > 검도 > 검도장",충북 진천군 광혜원면 광혜원리 525-2,충북 진천군 광혜원면 화랑7길 13,043-535-1118,36.9923744568268,127.440027481218,21.49,검도,http://place.map.kakao.com/23525047
브루노발레스쿨학원,"교육,학문 > 학원",경기 오산시 수청동 617-6,경기 오산시 오산대역로 214,,37.17085654401474,127.06558451862702,21.51,발레,http://place.map.kakao.com/1943374569
아쿠아포레 수영장,"스포츠,레저 > 수영,수상 > 수영장",경기 화성시 동탄구 금곡동 340-4,경기 화성시 동탄구 금곡로 203,0503-7152-5605,37.17872819126394,127.0788487700212,21.65,수영,http://place.map.kakao.com/423236259
우정인재개발원 체육관,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 동남구 유량동 72-3,충남 천안시 동남구 양지말1길 11-14,,36.8145747831047,127.189614411704,21.66,체육관,http://place.map.kakao.com/17557267
세심태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충북 진천군 광혜원면 광혜원리 426-1,충북 진천군 광혜원면 중리1길 11,043-535-0119,36.9901438220681,127.441852340146,21.67,태권도,http://place.map.kakao.com/15238333
김코치체육관,"스포츠,레저 > 스포츠시설 > 체육관",충북 진천군 광혜원면 광혜원리 427-7,충북 진천군 광혜원면 중리1길 17,043-537-7788,36.9898010147855,127.4419593162441,21.69,체육관,http://place.map.kakao.com/889122564
삼성태권도합기도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 아산시 음봉면 월랑리 699,충남 아산시 음봉면 음봉로 515-46,,36.8443653146154,127.068466314119,21.7,합기도,http://place.map.kakao.com/517808866
온앤온 수영장,"스포츠,레저 > 수영,수상 > 수영장",충남 천안시 서북구 백석동 148-14,충남 천안시 서북구 백석로 85,041-417-0082,36.8241057627205,127.121444169467,21.71,수영,http://place.map.kakao.com/679088851
닥터고재활운동센터,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 서북구 백석동 147-2,충남 천안시 서북구 백석로 93,041-565-9088,36.8238978929872,127.12204462615,21.72,체육관,http://place.map.kakao.com/2086871403
조이풀수영장,"스포츠,레저 > 수영,수상 > 수영장",충남 천안시 서북구 백석동 148-14,충남 천안시 서북구 백석로 85,041-622-9001,36.8240969438391,127.121255849246,21.72,수영,http://place.map.kakao.com/27445533
태권도대한체육관,"스포츠,레저 > 무예 > 태권도 > 태권도장",충북 진천군 광혜원면 광혜원리 427-10,충북 진천군 광혜원면 중리2길 13-2,,36.9897005313826,127.442567556622,21.74,태권도,http://place.map.kakao.com/90253420
합기도대한체육관,"스포츠,레저 > 스포츠시설",충북 진천군 광혜원면 광혜원리 427-10,충북 진천군 광혜원면 중리2길 13-2,,36.9896979077763,127.442546198963,21.74,합기도,http://place.map.kakao.com/10922388
에스엘에이스포츠클럽 천안점,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 서북구 백석동 338-4,충남 천안시 서북구 한들1로 26,041-903-0891,36.82485543737128,127.11607857189115,21.79,체육관,http://place.map.kakao.com/26425523
스카이효태권도,"교육,학문 > 학원",충남 천안시 동남구 신부동 62-22,충남 천안시 동남구 신부8길 8,,36.8152630083705,127.16170293012,21.83,태권도,http://place.map.kakao.com/281007005
한들문화센터 수영장,"스포츠,레저 > 수영,수상 > 수영장",충남 천안시 서북구 백석동 591,충남 천안시 서북구 음봉로 861-50,041-529-5177,36.8280200779602,127.104475020947,21.83,수영,http://place.map.kakao.com/27528450
국가대표 위너 태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 청계동 545,경기 화성시 동탄구 동탄순환대로21길 15,010-8005-3923,37.19467190261124,127.11744200072407,21.85,태권도,http://place.map.kakao.com/1312356019
신경식검도교실,"스포츠,레저 > 무예 > 검도",충남 천안시 서북구 백석동 871,충남 천안시 서북구 백석3로 130,041-575-5003,36.8218655728001,127.124955578189,21.85,검도,http://place.map.kakao.com/18063034
용인대가온태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 백석동 883,충남 천안시 서북구 백석4길 23,041-557-7654,36.8222022138028,127.123588696943,21.85,체육관,http://place.map.kakao.com/10709808
삼성태권도합기도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 동남구 신부동 72-36,충남 천안시 동남구 신부7길 23,041-522-1111,36.8150886340487,127.160712950941,21.86,태권도,http://place.map.kakao.com/599986506
태권도백석체육관,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 백석동 881,충남 천안시 서북구 백석4길 31,,36.8219136822603,127.123758600489,21.88,체육관,http://place.map.kakao.com/15459801
코리아파이트짐,"스포츠,레저 > 무예 > 태권도",충남 천안시 동남구 신부동 76-1,충남 천안시 동남구 신부7길 14,041-556-0688,36.8148294947172,127.159762025859,21.9,태권도,http://place.map.kakao.com/408389587
천안반다비체육센터,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 동남구 유량동 243-1,충남 천안시 동남구 향교1길 104-38,041-522-8014,36.8136052804177,127.16924859414424,21.92,체육관,http://place.map.kakao.com/561815937
천안시장애인종합체육관,"사회,공공기관 > 단체,협회 > 사회복지시설 > 장애인복지시설",충남 천안시 동남구 유량동 243-1,충남 천안시 동남구 향교1길 104-38,041-558-7356,36.8135420784997,127.169335870872,21.92,체육관,http://place.map.kakao.com/11475327
수영빌딩,부동산 > 빌딩,충북 진천군 광혜원면 광혜원리 261,충북 진천군 광혜원면 장기2길 9,,36.9909720941561,127.444939482992,21.94,수영,http://place.map.kakao.com/24061593
우슈태극권체육관태을총본관,"스포츠,레저 > 무예 > 쿵후,우슈",충남 천안시 서북구 성정동 707-8,충남 천안시 서북구 성정14길 10,041-576-8799,36.8175483051695,127.137263637133,22.01,체육관,http://place.map.kakao.com/11895373
특사 합기도 킥복싱,"교육,학문 > 학원",충남 아산시 음봉면 덕지리 390-3,충남 아산시 음봉면 음봉로 590,,36.837715984691,127.074567975823,22.05,합기도,http://place.map.kakao.com/985879390
특별한사람들합기도킥복싱,"스포츠,레저 > 무예",충남 아산시 음봉면 덕지리 390-3,충남 아산시 음봉면 음봉로 590,041-531-8879,36.8377520577625,127.074522046954,22.05,합기도,http://place.map.kakao.com/404295030
수영빌라1차,"부동산 > 주거시설 > 빌라,주택",충북 진천군 광혜원면 광혜원리 115-6,충북 진천군 광혜원면 바들말3길 5-1,,36.99325875506054,127.4464513384889,22.05,수영,http://place.map.kakao.com/1552374468
테마스쿠버,"스포츠,레저 > 수영,수상 > 스킨스쿠버",경기 오산시 수청동 607-1,경기 오산시 청학로 286,010-9986-8906,37.17403568281173,127.06008440892283,22.08,수영,http://place.map.kakao.com/26329011
경희대서부태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 서북구 성정동 715-2,충남 천안시 서북구 봉정로 149,041-575-7843,36.8155063985381,127.141864012687,22.14,태권도,http://place.map.kakao.com/10498743
천안학생스포츠센터,"스포츠,레저 > 수영,수상 > 수영장",충남 천안시 동남구 성황동 36,충남 천안시 동남구 중앙로 169,,36.813618802122974,127.15259700444045,22.14,수영,http://place.map.kakao.com/1718244949
수영빌라2차,"부동산 > 주거시설 > 빌라,주택",충북 진천군 광혜원면 광혜원리 159-1,충북 진천군 광혜원면 바들말길 35-7,,36.99417300875053,127.44773730501781,22.15,수영,http://place.map.kakao.com/1583869098
부부경희대태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 청계동 538,경기 화성시 동탄구 동탄순환대로21길 54,,37.1975152269476,127.114159664113,22.24,태권도,http://place.map.kakao.com/26904470
팀175 크로스핏,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 동남구 봉명동 245,충남 천안시 동남구 개목3길 20,0507-1330-7727,36.8164217166197,127.13267772258,22.24,체육관,http://place.map.kakao.com/1515632224
이월태권도장,"스포츠,레저 > 무예 > 태권도",충북 진천군 이월면 송림리 437-1,충북 진천군 이월면 송림10길 5,043-537-3388,36.9319021346741,127.429909913938,22.25,태권도,http://place.map.kakao.com/8043650
드림아트주짓수 동탄역,"스포츠,레저 > 스포츠시설 > 체육관",경기 화성시 동탄구 청계동 564,경기 화성시 동탄구 동탄대로 446,010-4102-3885,37.1931024037353,127.099587679255,22.26,체육관,http://place.map.kakao.com/1843752673
스마트체육대학,"스포츠,레저 > 스포츠시설 > 체육관",충남 천안시 동남구 원성동 454-2,충남 천안시 동남구 원성4길 55,,36.8113155029579,127.161514197632,22.26,체육관,http://place.map.kakao.com/213911321
오브발레아카데미,"교육,학문 > 학원 > 무용학원,발레학원",경기 화성시 동탄구 여울동 995-1,경기 화성시 동탄구 동탄기흥로353번길 100,010-2050-8205,37.1878638004069,127.085599847883,22.26,발레,http://place.map.kakao.com/1703608645
경희대예솔태권도,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 청계동 556,경기 화성시 동탄구 동탄순환대로22길 46,031-373-8883,37.1991438803103,127.119189203711,22.27,태권도,http://place.map.kakao.com/1742260034
숨비소리부부경희대태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",경기 화성시 동탄구 청계동 556,경기 화성시 동탄구 동탄순환대로22길 46,031-377-8483,37.1991465959256,127.11917681767,22.27,태권도,http://place.map.kakao.com/221687564
용인대하늘빛태권도장,"스포츠,레저 > 무예 > 태권도 > 태권도장",충남 천안시 동남구 문화동 1-4,충남 천안시 동남구 성황로 40,,36.8122842230024,127.153325050762,22.28,태권도,http://place.map.kakao.com/1127858522
진무검도관,"스포츠,레저 > 무예 > 검도 > 검도장",경기 화성시 동탄구 청계동 564,경기 화성시 동탄구 동탄대로 446,031-375-1377,37.19339037969634,127.10001605398558,22.28,검도,http://place.map.kakao.com/588092698
에프45 동탄호수,"스포츠,레저 > 스포츠시설 > 체육관",경기 화성시 동탄구 청계동 564,경기 화성시 동탄구 동탄대로 446,010-8328-5828,37.1933930780968,127.100021689078,22.28,체육관,http://place.map.kakao.com/1203230267
스타팅무브트레이닝센터,"스포츠,레저 > 스포츠시설 > 체육관",경기 화성시 동탄구 청계동 564,경기 화성시 동탄구 동탄대로 446,031-372-5108,37.19339307809679,127.1000216890781,22.28,체육관,http://place.map.kakao.com/982040516
